title,ratings,reviews
ExcellentPhone,50outof5stars,WellifyouboughtityouknowitAndsuchphonesatthiscostonedoesnotbuyreadingreviewsoversuchsitesMyexperiencehasbeensuperbFaceIDworkslikeamagicAbsenceofHomeButtondoesnotimpedeworkingatallIwillsoontrywirelesschargingThescreeniselegantIagreethegreatnotchonthetoprobsthelooksalittlebitIwasabletorestorebackupfrommyoldiPhone6squiteeasilyfromiTunesonMacBookproTheonlycatchisthatthepreinstallediOSneedsanupgradebeforetheimport
iPhoneXYoubuyityoullloveitwithTC,50outof5stars,SincethedayiPhonecameoutin2007IhaveusedeveryothermodelstartingfromOriginaliphone3GS456SEandnowtheiPhoneXaftertheiPhone62016ithoughtwhynottryoutandroidwhichididinthemostprestigioussamsungGalaxyS7whichwasagoodchangebutdidntquitelikeditmuchthencamethemuchtalkedaboutoneplus3twhichwasalmostgoodBetterdesignallmetalandprobablysleekerincomparisontotheSamsungFlagshipatthetimeIamusingMBPiMacAirportExtremewirelessconnectionstoandroidarenotseamlessneitherdoihaveoptionofimessageortakingupmyphonecallsonmylaptopwhichisabigadvantageofowninganIOSandaMACOSdeviceIDIDNOTHADANICEEXPERIENCEwithandroidsoplannedtomovebacktoIOSandatthetimewasskepticalongettingtheiPhone7PluscauseofthesizecauseilikesmallerphonesandknewhowinconvenienceitistocarryafterOP3tsowentforiPhoneSEwhichistillprefertouseovermyiPhoneXitsjusthandyReachabilityigiveyouthatisahindrancebuteveryoneismakingphonesbiggerLetphonesbephonesyouwantbiggerscreengobuyipadsorothertabletstheyofferexcellentconnectivityforsharingfilesIknowthewholepointistocarrylessonhandbutcarryingsomethingthatbarelyfitsyourhandisalsonotconvenientMyExperiencewithiPhoneXitsgreatthoughitpinchestohavespentthisamountonaphonebutitjustgetsthejobdonedonthavetorelyonunknownsourcesofsoftwarestoconnecttovariousthingsPeoplewhohaveAppleproductscanunderstandthisbetter
ThreeStars,30outof5stars,ThephoneisgoodforthebusinessstandardpeopleItsjustfortheshowoffWhilesomefeaturesaregood
FiveStars,50outof5stars,iloveit
iphonexthedreamphone,50outof5stars,hiitisalmosteverybodiesdreamtodaytobuythisiphoneitisreallythenicephonewithalotoffeaturessomeofthefeaturesare1473centimeters58inchcapacitivetouchscreenwith2436x1125pixelsresolutioniOSv1111operatingsystemwith13GHzAppleA11Bionichexacoreprocessor3GBRAM64GBinternalmemoryandsingleSIM2716mAHlithiumionbattery1yearmanufacturerwarrantyfordeviceand6monthsmanufacturerwarrantyforinboxaccessoriesincludingbatteriesfromthedateofpurchase
WorstCameraDonotbuy,10outof5stars,Worstcameraunderlowlightalllowlightphotoswheretheflashisusedshowsredeyeonthesubejctsmypreviousiphonesnoteventheiphone6hadthisissueitappearstobeadesignflawwiththeiphonexpossiblybecausetheflashisplacedtooclosebetweenthetwolensesthequalityoflowlightphotosisalsonotverygooddontunderstandwhybecausethelensehasaf18apertureandittakessolidphotosindaylightthisisverydisappointingasitsagoodphoneasidefromthis
RetroallglassbodyFaceIDbezelless58OLEDAnimojiSIOS11bugsHighpriceNoSplittasking,40outof5stars,NoteImwritingthisreviewafterusingandtestingthisphonefor1weekandImalsoincludingotherreviewersthoughtsinthisreviewPleasereadthefullreviewifyourthinkingorplaningtobuythishighlyexpensiveiphoneIalsomentionedprosandconswhichifeltwouldcometoyourhelpwhilepurchasingthisphoneIsuggestyoutosimplyscrollupandreadthemifyoudontwanttoreadthefullreviewThisreviewisgoingtobebigSitbackandenjoythereviewIhopeithelpsBoxContentsiPhonewithiOS11EarPodswithLightningConnectorLightningto35mmHeadphoneJackAdapterLightningtoUSBCableUSBPowerAdapterDocumentationSpecificationsA11Bionicchip3GBRAMSixcoreCPUAnAppledesignedGPUwhichhasthreecoresandiscapableofpoweringARat60fpsaswellasenablingnewmachinelearningand3DgamesStorageof64GBor256GBBatterylifethatstwohoursmorethantheiPhone7accordingtoAppleiPhoneXDisplayThisphoneisallaboutthatdisplayandIcouldntstoplookingatitItsreallyamazingItsbrightitsvividanditsenormousThescreentobodyratiowillundoubtedlycomeinhandyAndIrealizedthisisindeedthesmartphoneiwantIwantabigscreeninacompactphoneBecausethedisplayissoamazingyoullalsonoticethenotchiPhoneXFaceIDIwasabletoquicklyregistermyfaceonApplesFaceIDappthatresidesonthedemounitsItwasaspeedyprocessthatIrepeatedafewtimesYouthencantestitinsidetheappbutthetestisntreallyenoughThescreentellsyouthatFaceIDworksbutyoudontgettoactuallylockandunlockthehandsetAppledoesntallowitonthedemounitsIhaveseentheAnimojiwhichlooklikeaneattrickthatIllprobablyseldomusebuthaventactuallytestedthemiPhoneXGlassOhiPhone4howIvemissedyouIlovedtheallglassdesignoftheiPhone4andImgladtoseeitreturnIamworriedthattheiPhoneXwillbemorepronetobreakingwhendroppedthantheiPhone4ButtheglassandstainlesssteelmixfeelamazinginhandIalmostdontwanttocoveranyofthosewithanykindofprotectionwhatsoeverThesteelframefeelslikeasmoothcontinuationoftheglassthatcoversthefrontandbackofthephoneThenotchishiddenbeneathitmeaningyoullneverfeelitspresencewithyourfingersIcantwaitforAppletodeveloptechthatwillletitplaceallthesesensorsunderthescreenOhandwhitelookssomuchbetterthanblacktomeiPhoneXNewgesturesIvebeenusedtheiPhone44S5and6SforyearswhichmeansItendtodothingsonitwithouteventhinkingButcometheiPhoneXIllhavetorelearnhowtointeractwithitWhiletestingitintheApplestoreIkeptstumblingwhenitcametonavigatingappsThatsbecausetheresnohomebuttonsoyouhavetoswipeuptogethomeorintomultitaskingIwouldcatchmyselfpausingandthinkingokayhowdoIgetoutofherewhilehoveringoverwherethehomebuttonusedtobeAndthatsevenifIalreadyknewallthenewgesturesthatAppledevisedtoreplacethehomebuttonDontworrythoughyoullgetusedtothenewgesturessoonenoughespeciallyifyouveneverusedaniPhoneGetACaseSeriouslyGerryrigeverythingayoutubechannelwhichperformsmostlyteardownanddroptesttothenewlylaunchedphonesperformedadroptestoniPhoneXanditdidntfarewellInfactitcrackedatasinglethreefootdropThatsworsethanpreviousiPhonesAndaccordingtohimthebackglassmaydamagebythesimpledropifyournotluckyandohboyitwillcostyoualotofmoneytogetitreplacedGadgetwarrantycompanySquareTradehadasimilarexperienceinitstestsdubbingtheXmostbreakableiPhoneweveevertestedifyourplaningtobuyiPhoneXthenyoushouldbuyacaseforsureifyoudontwantyourbeautifulphonetoshatterwhileitwasaccidentallydroppedBelowarethemajorProsandConsofiPhoneXProsLikableAdvantagesRetroallglassbodyisoneofthemainiPhoneXprosuserswillfavorFaceIDFacialRecognitionasanalternativetoTouchIDiPhoneXadvantagesoverotherphonesinpartbykillingphysicalhomebuttononitsbezellessdisplayAdramaticadvantagesiniPhoneXisthecurvededgetoedge58inchOLEDdisplaywithTrueTonetechnologyandorlonXglassFastWiFiwirelesschargingprobablyusinginductivepowerisanotherbigiPhoneXbenefitPreinstalliOS11withupdatedSiriisoneofsellingpointsandprosiniPhoneXUserswillbenefitfromiPhoneXenhancedstorageandmemorypossiblystartingwith64GBROMand3GBRAMtodomanymultitasks10nmA10XorA11processorforeasyandfastermultitaskexperienceWaterresistanceupto30minin5feetofwaterwithouterrorTakeadvantagesofiPhoneXApplePenciltocommunicatewiththescreenandsystemOneofthegreatestproswithiPhoneXisduallenscamerathatislikelyinaverticalorientationYoucangetattractedbyiPhoneXnewcolorcalledblushgoldiPhoneXadvantagesoverotherphoneswithitssupportofanimojisthatcanminicyourmovementsTheportraitlightinginiPhoneXisanotheradvantagewhichhelpstoapplydifferentlightingeffectstofacialcontoursConsUnlikableDisadvantagesOneofthebiggestiPhoneXweaknessesisitsfullglassdisplayisfragileandpronetobreakNoirisscanneravailableiniPhoneXisdisadvantagesoverSamsungGalaxyS8orS8PlusAnnoyingiOS11bugsampproblemsareboundtoafewweaknessesforiPhoneXiPhoneXmightbethickerandheavierthanitspredecessoriPhone7NoheadphonejackisdoomedasoneofiPhoneXconsWirelesschargingworksataround15feetorlessdistanceNobreakthroughonbatterylifeissueBatterydrainissueisstilliPhoneXsmaindefectiPhoneXsitesinbadsituationforitshighpricetagLimitedoptionincolorsblacksilverandblushgoldWeirdanduglyverticaldesignforduallenscameraComparedwithiPhone7PlusiPhoneXsduallenscameramakesnobigdifferencefromiPhone7exceptforthelocatingorientationThelackofUSBCisiPhoneXdemeritiPhoneXgoestoblackscreensometimesamajordisadvantagesiniPhoneXandpreviousmodelsiPhoneXreplacesTouchIDwithFaceIDwhichisoneofiPhoneXconsassomeusersmaygetusedtounlockingphoneswithfingerprintsItsdisappointingtoseeiPhoneXlackssplittaskinganotherfeatureiPhoneXdisadvantagesoverAndroid5ReasonstoBuyiPhoneXCollectorseditionOLEDscreenFaceIDAnimojisPortraitmodewithnewlightingeffects5ReasonsNottoBuyiPhoneXExpensivePriceRunsonthesameA11processorasiPhone8andiPhone8PlusNewinterfacewhichisconfusingbecauseofeliminatingtraditionaliphonehomebuttonManyfeaturessameasiPhone8andiPhone8PlusAccidentallyifyourphonedropsandifthatshattersyourbackglassthenyouhavetopayhalfofwhatyouspentonbuyingthisphonetoreplaceyourbackglassWhytoBuyandWhynottoBuyYesifyouareupgradingfromaniPhoneversionthatismorethan18monthsolddontreallyneedalargephoneinyourhandandcanactuallyaffordthepricetagThisisclearlythebestAppleiPhoneavailableatthemomentItisalsothemostinnovativeApplehasbeeninawhileandIwouldbuythephonejustfortheconvenienceoftheFaceIDHoweverthisisaphoneyouwillhavetocareforeverysecondofthedayanddontwanttodropduetocarelessnessiPhoneXisanoverdueandwinningevolutionoftheiPhonebutyoullneedtoleaveyourcomfortzonetomakeajumpintothefacerecognizingfutureIfyouhaveanyDoubtregardingthisRevieworthisProductthenFeelFreetoContactmeorCommentBelowThankYousomuchforReadingthisReviewIHopethisReviewHelpedyouRegardsKeerthiKanth
FiveStars,50outof5stars,itsgoodandoriginalproduct
Fivestar,50outof5stars,IfyouarefondoflisteningtomusicandseeingvideosonyoutubesoundsofiphonexisincomparablemuchbetterthanDolbystereospeakersons9orbyheadfonesThoughappledontsupplyafastchargeranditdoesnthavealwaysondisplayorledlightsIloveappleforeaseofuseandsoundquality
Lookslikeausedpiece,10outof5stars,LoadsofscratchesonthephoneWetookittocromatocheckandhesaidthephonecannotgetsomanyscratchesLookslikeausedpiecerepacked
IcompareditwithSamsungGalaxyNote8andGooglePixel2onalmostallaccountsIfoundiPhoneXdefinitelymoresuperiorMyassessmentafterusingitfor2weeks,50outof5stars,TheflagshipphonefromAppleisundoubtedlyamarvelthoughthepricetagwasabigdeterrentformeBeforefinalizingIcompareditwithSamsungGalaxyNote8andGooglePixel2onalmostallaccountsIfoundiPhoneXdefinitelymoresuperiorMyassessmentafterusingitfor2weeksisasfollowsPros1TheFaceIDisafirstatechnologicalleapItworksmostofthetimeexceptwhentheroomiscompletelydark2SpeakersThiscaughtmyattentionimmediatelythespeakersonthebottomofthephonesimplyrock3ScreenIsalittleannoyinginitiallybutthenApplehadtoembedthefacialrecognitiontechnologysomewhereyoucanlivewithitespeciallyafteryounoticethebrightnessofthescreenalongwithcrystalcleardisplay4BatteryFairlydecenteasilylastsadaywithheavyusageofcheckingmailssurfingthenetandvideostreaming5CameraTheimagesareveryimpressivethoughApplestillhasmassivecompetitionfromSamsunghere5LooksWhilethereisnothingextraordinaryitdoeshaveapremiumfeellookandisheavyascomparedtotheearlieriPhoneAbackcoverruinsthefeelofthephonebutthenitsavesfrompotentialdamageitjustincaseifslipsfromyourhandandfallsonahardroughsurfaceCons1ThepricebuttheneveryonesbuyingwithoutcomplainingsoonecantdomuchIfyoucanafforditcloseyoureyesandbuyitsimplyworthitAlsoforpeoplewhocanttoleratebloatwareandrestrictedappprivacysettingsinAndroidthisphonehasitall
SuperresponsiveNegativesSmallerthaniPhone7plus,50outof5stars,PositivesFlawlessqualityExceptionalbuildSuperresponsiveNegativesSmallerthaniPhone7plusSomefunctionalitiesarenewandmightneedsometimegettingusedto
GenuineproductbyApple,50outof5stars,iPhoneXstunningperformancelookinghandyandgorgeousdesign
theworstproducteverandtheproducthasworkedforjust,10outof5stars,theworstproducteverandtheproducthasworkedforjustfifteendaysproperlyandishavingchargingissuesandhasnochargingissuestheworstproducteveranddonotbuyitthecostismuchhigherandaskforthewifeofthesellerwhohassoldthisproductforthecostof79999
ThreeStars,30outof5stars,notagreatproduct
Froma6StoanXAwonderfulluxuryphone,50outof5stars,IreceivedmyXonlaunchdayandIabsolutelylovethisphoneIfyouwouldlikealistofjustmythoughtsonthephonescrolldownpasstheintroductionThetransitionNOhomebuttonThestapleoftheiPhoneisgonewellmovedtoalittlenotchatthetopIwasexpectingthistransitiontoahomebuttonlessiPhonetobedifficultbutallofthegesturesfeelsonaturalIfindmyselfannoyedtryingtoutilizedanolderiPhoneastheinterfacenowfeelsclunkySwitchingthroughappsopeningthephoneaccessingeverythingitsallsoeasyNowthisisnttosaythereisntatransitionandwhileeverythingfeelsnaturalthereisaperiodoftimewhereyouhavetogetusedtothenewinterfaceandsomeaspectsthatinitiallyseemeddifficultbecomesecondnatureForexamplereachabilitywasafavoritefeatureofmineandwhileitwasinitiallyhardtoactivateIhavenowlearnedhowtoactivateitwithoutanissuereachabilitybringstheiPhonescreendownhalfwaytoreachtoppartsofthescreenwithoutmovingyourhandFaceIDIwasskepticaltosaytheleastbutFaceIDworksalmostperfectItdoeshoweverlearnfromitsmisstepsandifitfailstoidentifyyouitwilladdthatdatatoitscacheIpersonallyscannedmyfacenormallythefirsttimeandonthesecondscandiditatroughlya45degreeanglesoIcouldleanovermyphonetoviewnotificationsAsIveadjustedtoFaceIDithasgottenfasterandfasteratscanningmyfaceanditsnotsomethingyouneedtowaitontoopenyourphoneBythetimeyouswipeuponyourphoneitsunlockedandreadytogoIseriouslyforgetIhaveapasswordIalsoreallyenjoytheabilitytoutilizeFaceIDformypasswordforotherloginsandtheabilitytoopenupanappdirectlyfromthelockscreenwithouthavingtothenentermyfingerprintpasscodeItsimportanttonoteherethatyourprivacyiswellyoursNoonehasaccesstothedataFaceIDgathersanditistrulyyoursApplehasagoodtrackrecordonkeepingyourdataprivateastheyarenotinthedatabusinesshelloGoogleampFacebookThepriceThereseemstobethisrunningideathataRs89000phoneisacrazypurchasebutIwouldhavetodisagreeWhyMylogicisasfollowedPhonesareoneofthemostuseddeviceseasilyminesoforstartersIwouldlikeaniceoneIfIdidntbuythedeviceinfullIwouldhavebeenpayingroughlyRs10000amonthonEMIfor9monthsThebasemodelisa64GBiPhoneloadedwiththebestApplehastoofferA128GB6SatlaunchwasRs70000YestheresapricedifferencebutmypointisthatitsnotasgiganticasitmayseemIpersonallywouldadvocatea64GBversionandbeutilizingcloudstorageifyouneedmorespacebutdonotethisisApplesflagshipandtherearecheaperiPhonesoutthereWhatIloveThescreenlooksamazingThecolorsarevibranttheblacksaredeepwithblackwallpapersflowingaimlesslyintothephonetothepointyoucannotseethenotchinthescreenifthewallpaperisblackTheNotchYesthenotchSomepeopleseemtohateitIthinkitsiconicandmakestheiPhoneXstandaloneinoledsphereItfadesintotheuserexperienceandIhavenothadanyissueswithitThescreensizeIhavealwayswantedaplusbutIalwaysfeltlikeitwastoobigformyhandsThatIwoulddropthephoneandthereitgoesTheXremediesthisformeandIgettousealargerscreeninnearlythesameformfactorasmy6SThescreentrulylooksamazingandifyouhaventseenonecheckoneoutatalocalstoreImnotsurehowmuchofthisisjustbecausemy6SwasafewyearsoldbutthetapticengineintheXisamazingAsinwhenthephonevibratesIcaneasilyidentifywhatitisthroughthevibrationandthevibrationitselffeelssmoothForcetouchisalsofantasticandthehapticfeedbackoneverythingfromalikeontwittertomovingappsaroundiswonderfulMakesthescreenfeelmorethreedimensionalinawayThecameratakeswonderfulpicturesIhavetakenafewpicturesinportraitmodeandsomepicturesgenuinelylookliketheyweretakenwithaDSLRcameraThespeakersarelouderthanIexpectedandsoundveryclearGreatforimpromptumusiclisteningThephoneisalittleheavybutitisdefinitelycomfortabletoholdItfeelslikealuxurydeviceandhasacertainweighttoitWhatIdontHonestlyIdonothaveagenuinecomplaintatthispointTheonlycomplaintthatcomestomindrevolvesaroundthelackofoptimizationIhavefacedinsomeappsbutthatisadeveloperproblemandeventhendevelopershaveoptimizedamajorityoftheirappsandmyissueshavebeenfewandfarbetween
hisphonesinceyearsandithasbeenverysuperbaby1bestphoneintheworldevena,50outof5stars,Ihavebeenusinghisphonesinceyearsandithasbeenverysuperbaby1bestphoneintheworldevenapoorcanaffordit
Isawitatmyfriendshandandifallinlovewithitonfirstsight,50outof5stars,AppleiPhoneXIhaventbuyitevenicannotafforditButitisalwaysmydreamphoneIsawitatmyfriendshandandifallinlovewithitonfirstsightThenameIphoneisenoughasitisthemostprestigiousbrandallovertheworldButitsexpensiveformeDefinitelyIllbuyitwhenigetajobaftermygraduationwithfewmonthsofsavingsonedayitllbeminetooThebestphoneintheworldThenidonotneedtostareitonsomeoneshandsappleampiphoneReviewitisthebestReviewerSomshrivastavafromJabalpurmadhyapradesh
FiveStars,50outof5stars,Goodmobileforyounggeneration
7orearlieriPhoneyouwilljustloveitFaceIDworksmosttimesonlyyou,50outof5stars,WellitsdifficulttoreviewthisIPhoneFirstlyitsdependswhichyourpreviousphonewassayyouhadthe7plusoranyplusiPhonethefirstthingwhichwillhityouhardisthescreenitssmallerandifyoucomefrom67orearlieriPhoneyouwilljustloveitFaceIDworksmosttimesonlyyouneedtogetadjustedthedistancefromhandtofacemustbeabitcloseTherearesosmallbitswhichyouwilllovelikewhenyougetanotificationSMSorwhatsappmessageitwillnotshowyouthecontentonlywhenulookatityoucanseethecontentNowyoucanwakeupthephonewithjustatouchBatterylifelastswholedayformeScreenisamazingwishitwasbiggerTopoweroffyourphoneyouneedtoholdvolumeandthepowerkeyYouwillnotmisstheTouchIDafterfewdaysofusetheswipeupworkslikeacharmNowtocloseappsyouneedtoswipeupandpressandholdanyappandthencloseSirialsohasimprovednowheySiriworkswhilechargingFinallydontgobymanyfakereviewspostedIcantunderstandwhyamazonallowspostingofsuchreviewswhichhavebeenpostedonlyforfunifyoucanafforditgoforitAsappsarebeingupdatedfortheXitsgettingbetter
OneStar,10outof5stars,Theearpodsaremissingfromthebox
ArevolutionarygadgetIsimplylikeit,50outof5stars,Updateon27Dec2017Thisismy6thweekusingiPhoneX64GBIboughtspacegreycolourwhichIfeltmuchmoreelegantthantheSilverThisismyupgradationfromiPhone6stoXBelowsharingmyexperienceThefirstattractionwasbezellessphoneThescreensizeis58inchwhichisbiggerthaniPhone8plus57HoweverthephysicaldimensionofthephoneisslightlybiggerthanmyiPhone6sThesecondattractionwasFaceIDIwaslittlebithesitantinthebeginningaftergoingthroughsomanyonlinereviewsButIwouldsaythisisoneofthetechnomarvellousthingdonebyAppleSomeofthekeyhighlightsoftheFaceIDTheringvolumediminishesimmediatelyafteritdetectsyourfacewiththemomentyoulookintothephoneTheactionisimmediateYoucansetupmorerobustwaytodetectyourFaceIDunderthesettingsofFaceIDampPassCodemenuItworksinlowlightnotanissueatallAlthoughithangsrarelyasthesamewaylegacyiPhonehomebuttonInthatcaseneedtousepasscodeMissingofHomebuttonThereshouldnotbeanyworryforthisItismoreconvenientwithoutthissimplytapingonthescreenmakesscreenlitandthenneednothoveringaroundforcorrectlypressingofthehomebuttonThecameraisjustextraordinarythelowlightperformanceandtruecolourcaptureissupremeexperienceIhaveattachedtwophotosonephototakeninthenightinhighwayOtherisdaylightphotoBotharenotprocessedVideoItisreportedinotherreviewsthatthisiPhoneserieshasonlythecapabilityoftaking60fpsat4KcolourwhichstandsthemostcapablephonecameraforvideoSinglehandedoperationItisstillpossibleeasilyPleasedoasearchinthenetforhowtodothisPriceIdontdenythefactthat89Krupeesfor64GBislittlepricyitshouldhaveloaded128GBatleastHoweverIpurchasedthisascomboofferwithwatchseries3throughoneoftheleadingcreditcardofferSopleasewatchoutforsomegooddealifyoureallybotherwiththepriceBatterylifeIfoundlongerbatterylifethantheiPhone6sbesidesbiggerscreensizeIamhighuserofthephonewithalwaysdataandBluetoothonbecauseusingwatchaswellItlastalmostfulldaySpeedItrespondsveryfastnotanissueatallWirelesschargingIamyettocheckthisproperlyItriedinmy1AQichargeritdoesntworkyouneed2AratingQichargerSpeakerQualityItisveryloudandcrispCONSIfindonlyoneissueasofnowiechargingtimeChargingtimeIttakesaround2hourstochargefullyfrom10levelto100MyfinalverdictIfyouarelookingforbezelfreephonewithdecentbatterylifeandsuperiorcamerajustgoforthisphone
OneStar,10outof5stars,fakeiphone
Worthit,50outof5stars,TobuythisphoneIhadtosellmykidneysbothofthemandbecameanindenturedlabourerThetoxinsfloodingmybloodwillkillmesoonbutheymynewmasteriskindandtheselastfewdayshavebeenjustswellthankstomybrandnewiPhoneReallythoughnicephoneNocomplaints
FiveStars,50outof5stars,IreallywantedtogetasampleofiPhonextomakeareviewonmychannel
iPhoneX,50outof5stars,Thisisvery1473centimeters58inchcapacitivetouchscreenwith2436x1125pixelsresolutioniOSv1111operatingsystemwith13GHzAppleA11Bionichexacoreprocessor3GBRAM64GBinternalmemoryandsingleSIM2716mAHlithiumionbattery1yearmanufacturerwarrantyfordeviceand6monthsmanufacturerwarrantyforinboxaccessoriesincludingbatteriesfromthedateofpurchaseProductinformationSpaceGrey64GBOSiOSRAM3GBProductDimensions144x08x71cmItemmodelnumberiPhoneXWirelesscommunicationtechnologiesBluetoothWiFiHotspotConnectivitytechnologiesGSM3G4GLTESpecialfeaturesSingleSIMOthercamerafeatures7MPFormfactorTouchscreenPhoneWeight172GramsColourSpaceGreyBatteryPowerRating2716PhoneTalkTime21HoursWhatsintheboxHandsetChargerEarPodsLightningtoUSBCableandDocumentationSoitisveryusefulforhelpfulvote
FiveStars,50outof5stars,ReallyitsaverygoodproductFastdeliveredbyamazon
FiveStars,50outof5stars,BestdeviceNolagging
FiveStars,50outof5stars,Genuineproduct
FiveStars,50outof5stars,Goodproduct
ThebesteveriPhone,50outof5stars,ThebestestiPhoneeverYouwillbeinlovewiththisphoneampdontfeelliketokeepitasideSmoothperformanceasalwaysbyAppleproductandeyecatchingstyleandlooksTotallyworththemoneyspent
Notsatisfiedwiththis,10outof5stars,AsshownontheWebsiteandontheboxoftheIphonethedisplayoftherealproductisnotfromedgetoedgeNotsatisfiedwiththisdisplaydeliveredaduplicateproduct
FiveStars,50outof5stars,Amazing
Suvker,30outof5stars,ThephonexwastheworstphoneIeverreceivedManitemojifeatureisalreadyavailableiniPhone4sappstoreThisphonewasbeatedbyoneplusfivetButastheiradvertisementsaysifudonthaveaniPhoneudonthaveaniPhone
FiveStars,50outof5stars,Good
FiveStars,50outof5stars,siraaaa
deliverybyamazonandasalwaysappleisthebestnoonecandefendapple,50outof5stars,Fastdeliverybyamazonandasalwaysappleisthebestnoonecandefendapple
BestofwhatApplehastooffertoday,50outof5stars,ItsabeautifulandamazinglyfastphonewithclassleadingcameraandbreathtakingscreenfullyloadedwithcuttingedgetechegARIRenabledfacelockwhichisquickandsecureAnddontforgetthebackupofbestappstoreItwillremainupdatedaswellwithlatestofsoftwarefortimestocomeunlikeSamsungLGandChinesebrandsMyonlygripeisthatduetheuseofglassitsbuiltwhichissolidotherwiseisbrittleItsashametokeepsuchabeautifulphoneundercoverFurtherIpreferGoogleAssistantoverSiriMypersonalexperiencewithAppleserviceinthepasthasbeenadelightoppositetothefolklores
Sellyourkidneybecauseitsworthit,50outof5stars,Soldmykidneytobuythisproduct
FiveStars,50outof5stars,ThisIsTheBestPhoneButitsheavyandbig
FiveStars,50outof5stars,Awesomeproduct
Goodphone,50outof5stars,ReadreviewfromverifiedpurchasesonlyJustbecauseyoucantafforditdoesntmeanitsnotagoodphone
iPhoneX,50outof5stars,Itsaveryniceproductandthecameraisjustamazing
FiveStars,50outof5stars,Thebestucanget
Greatproduct,50outof5stars,Thephoneistoogoodloveit
Badbattery,20outof5stars,PerformanceandlooksareultimatebuttheBadbatteryandnofingerprintsucksatthispricerange
applewillbeapple,50outof5stars,nowordstosayitisawesome
Bestphoneever,50outof5stars,Lovethisphone
FiveStars,50outof5stars,Excellentbutexpensive
Notworthit,10outof5stars,NotworthitVeryexpensiveproductIsuggestyoutogofortheSamsungGalaxys9plusorifurapplefanthangoforiPhone8plus
FiveStars,50outof5stars,AwesomePhoneIuseitdailyinmydreams
Badservice,10outof5stars,Reallyabadexperience
FiveStars,50outof5stars,HumebhikoigiftkrdoAppleiPhoneX
Justthesameawesomelikebefore,50outof5stars,1lakhmebhikoikharabihogitokyamatlab
NicephoneBetterthanmyiPhone,50outof5stars,NicephoneBetterthanmyiPhone8
FiveStars,50outof5stars,Good
FiveStars,50outof5stars,Awesomephone
Pasawasul,50outof5stars,IsoldmycartobuythisphonenowwhenIhavetogotoofficeIhavetocatchanautobutwhenIusethisphoneinautoitfeelsreallygoodtotallyworthsellingmycar
1HONESTUnbiasedREVIEWofiphoneXFullReview,40outof5stars,KindlyreadthefullReviewifyouareplanningtobuyiphoneXIfyouwanttogetquickoverviewofthedevicethenreadbelowelsescrolldownforDetailedReviewPROSImpeccablebuildqualityFaceIDgenerallyworkswellGreatperformanceGoodmaincamerasgetevenbetterCONSThelackofahomebuttontakessomegettingusedtoNotallappsusethewholescreenPortraitselfiesarehitormissBatterylifecouldbebetterKEYFEATURESReviewPrice8900058inchOLEDHDRdisplayA11BionicCPU64GBor128GBstorageFaceIDDual12megapixelscamerawithOISIP67AnimojiPRICEStartsat89000forthe64GBmodeland102000forthe256GBversionFULLDETAILEDREVIEWDESIGNStainlesssteelsidesdurableNoHomebuttonFeelreallygoodtoholdFaceIDsuperfastTopnotchinfraredcamerafloodilluminatordotprojector58inchOLEDdisplaySCREENOLEDpanelmanufacturedbySamsunglolBettercontrastperfectblacksandamorecolourfulpictureTrueTonedisplay3DTouch2436x1125pixelresolutionP3colourgamutDolbyVisionHDRSoftwareperformanceandbatterylifeiPhoneXexclusivefeaturesisAnimojiBatterylasttwohourslongerthantheiPhone7CAMERAOnthebacktherearetwocameras12megapixeleachOpticalimagestablisationTelephotocameraf24apertureBetterinlowlightPortraiteffectstogiveselfiesaprofessionallookBOTSVERDICTBOTOVERALLSCORE475AttheendofthedayhereswhatyouvegottorememberthisisntjustanexpensiveambitiousoffshootoftheclassiciPhonelineageItsthefutureoftheiPhoneitselfAndtobeclearAppledidntgetabsolutelyeverythingrightThenotchisweirdTheinterfaceneedsalittlemorepolishGuysMyonlyrequestispleasedontdislikemyreviewIfyouhaveanyquestionorifyouthinkIamwrongJustaskmebycommentingbelowWritereviewshelpothershappyshoppingThankYouforreadingthisreviewBhaveshBOT
Averagephoneatthatprice,30outof5stars,BettertoBuyoneplus5tforextremeperformanceApplesellscheapstuffatthehighpriceOnly3gbramAppsnotificationsarenotcalibrateditcutsoffbythefrontcameracutoutNeedsfrontCameraImprovementsinLowlightAirpodsshouldhavebeencomplimentaryPersonalIssueFaceIDshoulddirectlyunlockthephoneitshouldnotstaytheswipeupscreenFaceunlockcouldhavebeenfasterasihaveoneplus5talsoanditunlocksthricefasterthaniPhoneXPoorBatteryBackup2716mAhonly
KingofAlliPhone,50outof5stars,IhaveusedalmostalliPhonesbutitisKingofallithasallnewfeatureslikeFaceIDzAnimojiItrulyrecommendititisbestiPhoneMustBuyIknowpicturequalityisnotgoodbecauseIhaveXiaomiMIMixearlier
Notthatgreat,30outof5stars,Notworth1lakhmys8ismuchmorebetterthaniphonex
OneStar,10outof5stars,HowtochecktheslowMoshencamera
